symbol,exchange,company_name,display_name,en_company_name,watchlist_sector_l1,watchlist_sector_l2,watchlist_sector_l3,vietstock_sector_l1,vietstock_sector_l2,vietstock_sector_l3,website_group,financial_model,website_group_order,matched_keyword,mapping_confidence,suggestion_source,source_url,status,needs_review
CIG,HOSE,CTCP COMA 18,COMA 18,COMA 18 Joint Stock Company,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/CIG/ho-so-doanh-nghiep.htm,OK,NO
CKD,UPCOM,CTCP Cơ khí Đông Anh LICOGI,Cơ khí Đông Anh LICOGI,Dong Anh Licogi Mechanical Joint Stock Company,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Nguyên vật liệu,Khai khoáng và luyện kim,,Kim loại & Khoáng sản,NORMAL,32,khai khoang,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/CKD/ho-so-doanh-nghiep.htm,OK,NO
CKG,HOSE,CTCP Tập đoàn CIC,CIC,CIC Group Joint Stock Company,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/CKG/ho-so-doanh-nghiep.htm,OK,YES
CLC,HOSE,CTCP Cát Lợi,Cát Lợi,Cat Loi Joint Stock Company,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thuốc lá,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thuốc lá,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/CLC/ho-so-doanh-nghiep.htm,OK,NO
CLG,UPCOM,CTCP Đầu tư và Phát triển Nhà đất COTEC,Đầu tư và Phát triển Nhà đất COTEC,Cotec Invesment & Land-House Development JSC,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Bất động sản,Bất động sản đa dạng,,Xây dựng,NORMAL,15,ky thuat xay dung,WATCHLIST_FALLBACK,WATCHLIST,https://finance.vietstock.vn/CLG/ho-so-doanh-nghiep.htm,OK,YES
CLL,HOSE,CTCP Cảng Cát Lái,Cảng Cát Lái,Cat Lai Port Joint Stock Company,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/CLL/ho-so-doanh-nghiep.htm,OK,YES
CLX,UPCOM,CTCP Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),Cho Lon Investment And Import Export Corporation (CHOLIMEX),Tiêu dùng thiết yếu,Thương mại hàng thiết yếu,Thương mại hàng thiết yếu,Tiêu dùng thiết yếu,Thương mại hàng thiết yếu,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/CLX/ho-so-doanh-nghiep.htm,OK,YES
CMM,UPCOM,CTCP Camimex,Camimex,Camimex Joint Stock Company,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/CMM/ho-so-doanh-nghiep.htm,OK,NO
CMP,UPCOM,CTCP Cảng Chân Mây,Cảng Chân Mây,Chanmay Port Joint Stock Company,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/CMP/ho-so-doanh-nghiep.htm,OK,YES
CMS,HNX,CTCP Tập Đoàn CMH Việt Nam,CMH Việt Nam,CMH Viet Nam Group Joint Stock Company,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/CMS/ho-so-doanh-nghiep.htm,OK,NO
CMX,HOSE,CTCP Camimex Group,Camimex Group,Camimex Group JSC,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/CMX/ho-so-doanh-nghiep.htm,OK,NO
CNG,HOSE,CTCP CNG Việt Nam,CNG Việt Nam,CNG Viet Nam Joint Stock Company,Tiện ích,Tiện ích,Gas sinh hoạt,Tiện ích,Gas sinh hoạt,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/CNG/ho-so-doanh-nghiep.htm,OK,YES
CNT,UPCOM,CTCP Tập đoàn CNT,CNT,CNT Group Corporation,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/CNT/ho-so-doanh-nghiep.htm,OK,YES
CPA,UPCOM,CTCP Cà phê Phước An,Cà phê Phước An,PhuocAn Coffee Joint Stock Company,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/CPA/ho-so-doanh-nghiep.htm,OK,NO
CPI,UPCOM,CTCP Đầu tư Cảng Cái Lân,Đầu tư Cảng Cái Lân,Cailan Port Investment Joint Stock Company,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/CPI/ho-so-doanh-nghiep.htm,OK,YES
CQN,UPCOM,CTCP Cảng Quảng Ninh,Cảng Quảng Ninh,QUANG NINH PORT JSC,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/CQN/ho-so-doanh-nghiep.htm,OK,YES
CQT,UPCOM,CTCP Xi măng Quán Triều VVMI,Xi măng Quán Triều VVMI,VVMI QUAN TRIEU CEMENT JSC,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Nguyên vật liệu,Vật liệu xây dựng,,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/CQT/ho-so-doanh-nghiep.htm,OK,NO
CSC,HNX,CTCP Tập đoàn COTANA,COTANA,COTANA Group JSC,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/CSC/ho-so-doanh-nghiep.htm,OK,YES
CST,HNX,CTCP Than Cao Sơn - TKV,Than Cao Sơn - TKV,Cao Son Coal JSC,Năng lượng,Năng lượng,Dầu khí,Năng lượng,Dầu khí,,Dầu khí,NORMAL,6,dau khi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/CST/ho-so-doanh-nghiep.htm,OK,NO
CTW,UPCOM,CTCP Cấp thoát nước Cần Thơ,Cấp thoát nước Cần Thơ,Can Tho Water Supply - Sewerage JSC,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/CTW/ho-so-doanh-nghiep.htm,OK,YES
CTX,UPCOM,Tổng Công ty cổ phần Đầu tư Xây dựng và Thương mại Việt Nam,Đầu tư Xây dựng và Thương mại Việt Nam,Vietnam Investment Construction and Trading Joint Stock Corporation,Bất động sản,Bất động sản,Bất động sản đa dạng,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/CTX/ho-so-doanh-nghiep.htm,OK,YES
CVT,HOSE,CTCP CMC,CMC,CMC Joint Stock Company,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Nguyên vật liệu,Vật liệu xây dựng,,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/CVT/ho-so-doanh-nghiep.htm,OK,NO
D2D,HOSE,CTCP Phát triển Đô thị Công nghiệp số 2,Phát triển Đô thị Công nghiệp số 2,Industrial Urban Development JSC No. 2,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/D2D/ho-so-doanh-nghiep.htm,OK,YES
DAG,UPCOM,CTCP Tập đoàn Nhựa Đông Á,Nhựa Đông Á,Dong A Plastic JSC,Công nghiệp,Hàng hóa công nghiệp,Sản phẩm xây dựng,Nguyên vật liệu,Hóa chất,,Hóa chất,NORMAL,10,hoa chat,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DAG/ho-so-doanh-nghiep.htm,OK,NO
DAH,HOSE,CTCP Tập đoàn Khách sạn Đông Á,Khách sạn Đông Á,Dong A Hotel Group JSC,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Du lịch & Giải trí,NORMAL,27,giai tri,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DAH/ho-so-doanh-nghiep.htm,OK,NO
DAN,UPCOM,CTCP Dược Danapha,Dược Danapha,Danapha Pharmaceutical Joint Stock Company,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Dược & Y tế,NORMAL,19,duoc,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DAN/ho-so-doanh-nghiep.htm,OK,NO
DAT,HOSE,CTCP Đầu tư du lịch và Phát triển Thủy sản,Đầu tư du lịch và Phát triển Thủy sản,Travel Investment And Seafood Development Corporation,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DAT/ho-so-doanh-nghiep.htm,OK,NO
DBD,HOSE,CTCP Dược - Trang thiết bị Y tế Bình Định (Bidiphar),Dược - Trang thiết bị Y tế Bình Định (Bidiphar),Binh Dinh Pharmaceutical and Medical Equipment JSC,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Dược & Y tế,NORMAL,19,duoc,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DBD/ho-so-doanh-nghiep.htm,OK,NO
DCF,UPCOM,CTCP Xây dựng và Thiết kế Số 1,Xây dựng và Thiết kế Số 1,Design And Construction Joint Stock Company No.1,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DCF/ho-so-doanh-nghiep.htm,OK,NO
DCS,UPCOM,CTCP Tập đoàn Đại Châu,Đại Châu,Dai Chau Group JSC,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Nguyên vật liệu,Gỗ và giấy,,Gỗ & Giấy,NORMAL,24,go va giay,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DCS/ho-so-doanh-nghiep.htm,OK,NO
DCT,UPCOM,CTCP Tấm lợp Vật liệu Xây dựng Đồng Nai,Tấm lợp Vật liệu Xây dựng Đồng Nai,Dong Nai Roofsheet And Construction Material JSC,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Nguyên vật liệu,Vật liệu xây dựng,,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DCT/ho-so-doanh-nghiep.htm,OK,NO
DFF,UPCOM,CTCP Tập đoàn Đua Fat,Đua Fat,Dua Fat Group JSC,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DFF/ho-so-doanh-nghiep.htm,OK,NO
DGT,UPCOM,CTCP Công trình Giao thông Đồng Nai,Công trình Giao thông Đồng Nai,DONA Transportation Construction Joint Stock Company,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Nguyên vật liệu,Vật liệu xây dựng,,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DGT/ho-so-doanh-nghiep.htm,OK,NO
DHD,UPCOM,CTCP Dược Vật tư Y tế Hải Dương,Dược Vật tư Y tế Hải Dương,Hai Duong Pharmaceutical Medical Material JSC,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Dược & Y tế,NORMAL,19,duoc,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DHD/ho-so-doanh-nghiep.htm,OK,NO
DHG,HOSE,CTCP Dược Hậu Giang,Dược Hậu Giang,DHG Pharmaceutical Joint Stock Company,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Dược & Y tế,NORMAL,19,duoc,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DHG/ho-so-doanh-nghiep.htm,OK,NO
DHT,HNX,CTCP Dược phẩm Hà Tây,Dược phẩm Hà Tây,Ha Tay Pharmaceutical Joint Stock Company,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Dược & Y tế,NORMAL,19,duoc,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DHT/ho-so-doanh-nghiep.htm,OK,NO
DIC,UPCOM,CTCP Đầu tư và Thương mại DIC,Đầu tư và Thương mại DIC,DIC Investment & Trading Joint Stock Company,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DIC/ho-so-doanh-nghiep.htm,OK,NO
DL1,HNX,CTCP Tập đoàn Alpha Seven,Alpha Seven,Alpha Seven Group JSC,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/DL1/ho-so-doanh-nghiep.htm,OK,YES
DMC,HOSE,CTCP Xuất nhập khẩu Y Tế Domesco,Xuất nhập khẩu Y Tế Domesco,Domesco Medical Import Export Joint Stock Corporation,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Dược & Y tế,NORMAL,19,duoc,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DMC/ho-so-doanh-nghiep.htm,OK,NO
DNA,UPCOM,CTCP Điện Nước An Giang,Điện Nước An Giang,An Giang Power And Water Supply Joint Stock Company,Tiện ích,Tiện ích,Điện,Tiện ích,Điện,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/DNA/ho-so-doanh-nghiep.htm,OK,YES
DNH,UPCOM,CTCP Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,Da Nhim - Ham Thuan - Da Mi Hydro Power Joint Stock Company,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/DNH/ho-so-doanh-nghiep.htm,OK,YES
DNN,UPCOM,CTCP Cấp nước Đà Nẵng,Cấp nước Đà Nẵng,Da Nang Water Supply Joint Stock Company,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/DNN/ho-so-doanh-nghiep.htm,OK,YES
DNP,HNX,CTCP DNP Holding,DNP Holding,DNP Holding Joint Stock Company,Tiện ích,Tiện ích,Nước,Nguyên vật liệu,Hóa chất,,Hóa chất,NORMAL,10,hoa chat,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DNP/ho-so-doanh-nghiep.htm,OK,NO
DNW,UPCOM,CTCP Cấp nước Đồng Nai,Cấp nước Đồng Nai,Dong Nai Water Joint Stock Company,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/DNW/ho-so-doanh-nghiep.htm,OK,YES
DP1,UPCOM,CTCP Dược phẩm Trung ương CPC1,Dược phẩm Trung ương CPC1,Central Pharmaceutical Company No.1 JSC,Chăm sóc sức khỏe,Thiết bị và dịch vụ chăm sóc sức khỏe,Thương mại và dịch vụ chăm sóc sức khỏe,Chăm sóc sức khỏe,Thiết bị và dịch vụ chăm sóc sức khỏe,Thương mại và dịch vụ chăm sóc sức khỏe,Dược & Y tế,NORMAL,19,cham soc suc khoe,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DP1/ho-so-doanh-nghiep.htm,OK,NO
DP3,HNX,CTCP Dược phẩm Trung ương 3,Dược phẩm Trung ương 3,Central Phamaceutical Joint Stock Company No3,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Dược & Y tế,NORMAL,19,duoc,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DP3/ho-so-doanh-nghiep.htm,OK,NO
DPR,HOSE,CTCP Cao su Đồng Phú,Cao su Đồng Phú,Dong Phu Rubber Joint Stock Company,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Nguyên vật liệu,Hóa chất,,Hóa chất,NORMAL,10,hoa chat,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DPR/ho-so-doanh-nghiep.htm,OK,NO
DPS,UPCOM,CTCP Đầu tư Phát triển Sóc Sơn,Đầu tư Phát triển Sóc Sơn,Soc Son Development Investment Joint Stock Company,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Hàng không,NORMAL,17,hang khong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DPS/ho-so-doanh-nghiep.htm,OK,NO
DQC,HOSE,CTCP Tập đoàn Điện Quang,Điện Quang,Dien Quang Group Joint Stock Company,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/DQC/ho-so-doanh-nghiep.htm,OK,YES
DRH,HOSE,CTCP DRH Holdings,DRH Holdings,DRH Holdings JSC,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DRH/ho-so-doanh-nghiep.htm,OK,NO
DSC,HOSE,CTCP Chứng khoán DSC,Chứng khoán DSC,DSC Securities Corporation,Tài chính,Dịch vụ tài chính,Thị trường vốn,Tài chính,Dịch vụ tài chính,Thị trường vốn,Chứng khoán,SECURITIES,2,thi truong von,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DSC/ho-so-doanh-nghiep.htm,OK,NO
DSD,UPCOM,CTCP DHC Suối Đôi,DHC Suối Đôi,DHC Suoi Doi Corporation,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Du lịch & Giải trí,NORMAL,27,giai tri,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DSD/ho-so-doanh-nghiep.htm,OK,NO
DSG,UPCOM,CTCP Kính Đáp Cầu,Kính Đáp Cầu,Dap Cau Sheet Glass JSC,Công nghiệp,Hàng hóa công nghiệp,Sản phẩm xây dựng,Công nghiệp,Hàng hóa công nghiệp,Sản phẩm xây dựng,Xây dựng,NORMAL,15,xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DSG/ho-so-doanh-nghiep.htm,OK,NO
DSP,UPCOM,CTCP Dịch vụ Du lịch Phú Thọ,Dịch vụ Du lịch Phú Thọ,Phu Tho Tourist Service JSC,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Du lịch & Giải trí,NORMAL,27,giai tri,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DSP/ho-so-doanh-nghiep.htm,OK,NO
DTE,UPCOM,CTCP Đầu tư Năng lượng Đại Trường Thành Holdings,Đầu tư Năng lượng Đại Trường Thành Holdings,Dai Truong Thanh Holdings Energy Investment JSC,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/DTE/ho-so-doanh-nghiep.htm,OK,YES
DTK,HNX,Tổng Công ty Điện lực TKV - CTCP,Điện lực TKV - CTCP,Vinacomin - Power Holding Corporation,Tiện ích,Tiện ích,Điện,Tiện ích,Điện,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/DTK/ho-so-doanh-nghiep.htm,OK,YES
DTL,HOSE,CTCP Đại Thiên Lộc,Đại Thiên Lộc,Dai Thien Loc Corporation,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Nguyên vật liệu,Khai khoáng và luyện kim,,Kim loại & Khoáng sản,NORMAL,32,khai khoang,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DTL/ho-so-doanh-nghiep.htm,OK,NO
DTP,UPCOM,CTCP Dược phẩm CPC1 Hà Nội,Dược phẩm CPC1 Hà Nội,Ha Noi CPC1 Pharmaceutical Joint Stock Company,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Dược & Y tế,NORMAL,19,duoc,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DTP/ho-so-doanh-nghiep.htm,OK,NO
DVG,UPCOM,CTCP Đại Việt Group DVG,Đại Việt Group DVG,Dai Viet DVG Group Joint Stock Company,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Nguyên vật liệu,Hóa chất,,Hóa chất,NORMAL,10,hoa chat,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/DVG/ho-so-doanh-nghiep.htm,OK,NO
